body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
"Many areas in Lebanon were heavily damaged during the conflict between Israel and Hezbollah, which ended with a shaky ceasefire.",240,"{""themes"": null}",1.2431128025054932,"{""themes"": null}",1.2365190982818604,"{""themes"": null}",1.2386627197265625,"{""themes"": null}",1.2371342182159424,"{""themes"": ""null""}",1.3284611701965332,"{""themes"": null}",1.241786241531372,"{""themes"": null}",1.2399611473083496,"{""themes"": null}",1.2382431030273438,"{""themes"": ""null""}",1.3244659900665283,"{""themes"": null}",1.2379889488220215,"{""themes"": ""international_affairs_and_defense""}",1.7505850791931152,"{""themes"": null}",1.2397501468658447
"But the team did suggest there's a silver lining: the 1.7 per cent overall death rate among study participants, regardless of whether they received the drug or not, was lower than the mpox mortality seen among all known cases in Congo.",241,"{""themes"": null}",1.5213439464569092,"{""themes"": null}",1.5185799598693848,"{""themes"": null}",1.517920970916748,"{""themes"": null}",1.5205049514770508,"{""themes"": ""null""}",1.614574909210205,"{""themes"": ""null""}",1.6070270538330078,"{""themes"": ""health_and_social_services""}",1.8637909889221191,"{""themes"": null}",1.5213868618011475,"{""themes"": null}",1.5211308002471924,"{""themes"": ""null""}",1.6064670085906982,"{""themes"": null}",1.5217881202697754,"{""themes"": null}",1.5200800895690918
"The Bloc wants the government to help push through two Bloc bills, Blanchet said.",242,"{""themes"": null}",1.2359821796417236,"{""themes"": null}",1.2391963005065918,"{""themes"": null}",1.233954906463623,"{""themes"": null}",1.2354929447174072,"{""themes"": ""governments_and_governance""}",1.842716932296753,"{""themes"": null}",1.2366712093353271,"{""themes"": null}",1.2343430519104004,"{""themes"": null}",1.234914779663086,"{""themes"": null}",1.2363972663879395,"{""themes"": null}",1.2357969284057617,"{""themes"": null}",1.2380998134613037,"{""themes"": null}",1.2350640296936035
"That was immediately on the heels of Trump’s departure from Canada after the 2018 G7 summit in Charlevoix, when the Canada-U.S. relationship hit a nadir.",243,"{""themes"": null}",1.5172219276428223,"{""themes"": null}",1.5157549381256104,"{""themes"": null}",1.513998031616211,"{""themes"": null}",1.511634111404419,"{""themes"": ""governments_and_governance""}",2.1187331676483154,"{""themes"": null}",1.5146420001983643,"{""themes"": null}",1.5164737701416016,"{""themes"": null}",1.5163168907165527,"{""themes"": null}",1.5177652835845947,"{""themes"": null}",1.5131068229675293,"{""themes"": ""international_affairs_and_defense""}",2.0318679809570312,"{""themes"": null}",1.5164670944213867
"""It's nice to have a place to come back to,"" he said.",244,"{""themes"": null}",1.2340209484100342,"{""themes"": null}",1.2330012321472168,"{""themes"": null}",1.232400894165039,"{""themes"": null}",1.2322969436645508,"{""themes"": null}",1.235590934753418,"{""themes"": null}",1.2353789806365967,"{""themes"": null}",1.2335999011993408,"{""themes"": null}",1.2350268363952637,"{""themes"": null}",1.2363898754119873,"{""themes"": null}",1.2342758178710938,"{""themes"": null}",1.2330970764160156,"{""themes"": null}",1.2338690757751465
"World leaders also noted the sombre event, including Prime Minister Justin Trudeau, who in a statement condemned a ""terrifying surge in antisemitism"" over the past year in Canada, in the form of harassment of individuals and vandalism and arson attacks on Jewish institutions.",245,"{""themes"": null}",1.5264902114868164,"{""themes"": [""culture_and_nationalism""]}",1.9523909091949463,"{""themes"": [""law_and_crime""]}",1.862407922744751,"{""themes"": null}",1.5204222202301025,"{""themes"": [""governments_and_governance""]}",2.128704071044922,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.2146518230438232,"{""themes"": null}",1.5221209526062012,"{""themes"": null}",1.5213508605957031,"{""themes"": null}",1.5244779586791992,"{""themes"": null}",1.5242698192596436,"{""themes"": [""international_affairs_and_defense""]}",2.2966678142547607,"{""themes"": null}",1.5204768180847168
“It was the first time that I had heard Mr.,246,"{""themes"": null}",1.231889009475708,"{""themes"": null}",1.2319600582122803,"{""themes"": null}",1.2270750999450684,"{""themes"": null}",1.2259430885314941,"{""themes"": null}",1.2320890426635742,"{""themes"": null}",1.2321391105651855,"{""themes"": null}",1.2289698123931885,"{""themes"": null}",1.2296419143676758,"{""themes"": null}",1.2337331771850586,"{""themes"": null}",1.2274317741394043,"{""themes"": null}",1.229745864868164,"{""themes"": null}",1.2310068607330322
"""We're just following procedures,"" explained Gibson.",247,"{""themes"": null}",1.2285881042480469,"{""themes"": null}",1.2288360595703125,"{""themes"": null}",1.2264552116394043,"{""themes"": null}",1.2253937721252441,"{""themes"": null}",1.2310912609100342,"{""themes"": null}",1.2305850982666016,"{""themes"": null}",1.2300071716308594,"{""themes"": null}",1.2275660037994385,"{""themes"": null}",1.2314400672912598,"{""themes"": null}",1.2273650169372559,"{""themes"": null}",1.231999158859253,"{""themes"": null}",1.2310569286346436
"Acknowledging the system’s flaws, DamiAnn, Sarah’s brother, emphasized the nuance in caring for patients with mental health challenges.",248,"{""themes"": null}",1.5159070491790771,"{""themes"": null}",1.5150551795959473,"{""themes"": null}",1.5089991092681885,"{""themes"": null}",1.512751817703247,"{""themes"": null}",1.5159869194030762,"{""themes"": null}",1.5148029327392578,"{""themes"": ""health_and_social_services""}",1.854943037033081,"{""themes"": null}",1.5135033130645752,"{""themes"": null}",1.5158569812774658,"{""themes"": null}",1.5128169059753418,"{""themes"": null}",1.5127499103546143,"{""themes"": null}",1.5125291347503662
"But the retailer, in response to CBC News's earlier investigation — which found a Richmond, B.C., location sold underweighted meat — said that the third party responsible had immediately corrected the problem.",249,"{""themes"": null}",1.5158329010009766,"{""themes"": null}",1.5153522491455078,"{""themes"": null}",1.5142931938171387,"{""themes"": null}",1.5148909091949463,"{""themes"": null}",1.5182321071624756,"{""themes"": null}",1.5151379108428955,"{""themes"": null}",1.5147981643676758,"{""themes"": null}",1.5147299766540527,"{""themes"": ""null""}",1.6054699420928955,"{""themes"": null}",1.5166258811950684,"{""themes"": null}",1.5159568786621094,"{""themes"": null}",1.5188260078430176
"Poilievre’s comments come ahead of another potentially significant Liberal caucus meeting Wednesday, during which members are expected to continue discussions around the party’s leadership and the next election.",250,"{""themes"": null}",1.5214858055114746,"{""themes"": null}",1.5179851055145264,"{""themes"": null}",1.5173780918121338,"{""themes"": null}",1.5119950771331787,"{""themes"": ""governments_and_governance""}",2.1227610111236572,"{""themes"": null}",1.5189189910888672,"{""themes"": null}",1.5172131061553955,"{""themes"": null}",1.5184199810028076,"{""themes"": null}",1.5214178562164307,"{""themes"": null}",1.5174570083618164,"{""themes"": null}",1.5206751823425293,"{""themes"": null}",1.518259048461914
"Live events are televised on the CBC TV network, TSN and Sportsnet.",251,"{""themes"": null}",1.2367548942565918,"{""themes"": null}",1.2324268817901611,"{""themes"": null}",1.2312188148498535,"{""themes"": null}",1.2336089611053467,"{""themes"": null}",1.236041784286499,"{""themes"": null}",1.236556053161621,"{""themes"": null}",1.2333080768585205,"{""themes"": null}",1.2334189414978027,"{""themes"": ""null""}",1.3235890865325928,"{""themes"": null}",1.2374920845031738,"{""themes"": null}",1.232806921005249,"{""themes"": null}",1.2353527545928955
Another said she is worried about her grandchildren being able to afford to live and work in the province.,252,"{""themes"": null}",1.2376768589019775,"{""themes"": null}",1.235752820968628,"{""themes"": null}",1.2342488765716553,"{""themes"": null}",1.239758014678955,"{""themes"": [""governments_and_governance""]}",1.839521884918213,"{""themes"": null}",1.2380831241607666,"{""themes"": null}",1.2348721027374268,"{""themes"": null}",1.2378802299499512,"{""themes"": ""economy_and_labour""}",1.670496940612793,"{""themes"": null}",1.2377049922943115,"{""themes"": null}",1.2375941276550293,"{""themes"": null}",1.2364118099212646
The tenants being evicted told CBC they had verbal permission to install cameras.,253,"{""themes"": null}",1.2395250797271729,"{""themes"": null}",1.2343621253967285,"{""themes"": ""law_and_crime""}",1.5725302696228027,"{""themes"": null}",1.2314679622650146,"{""themes"": null}",1.2356879711151123,"{""themes"": null}",1.2353501319885254,"{""themes"": null}",1.232344150543213,"{""themes"": null}",1.2334420680999756,"{""themes"": ""null""}",1.3240468502044678,"{""themes"": null}",1.2349638938903809,"{""themes"": null}",1.2326929569244385,"{""themes"": null}",1.2340757846832275
"On Friday, the leaders of all of the country’s major federal parties marked the 35th anniversary of the shooting and Canada’s National Day of Remembrance and Action on Violence Against Women.",254,"{""themes"": null}",1.5174877643585205,"{""themes"": [""culture_and_nationalism""]}",1.9427580833435059,"{""themes"": [""law_and_crime""]}",1.8553037643432617,"{""themes"": null}",1.5175590515136719,"{""themes"": [""governments_and_governance""]}",2.1205978393554688,"{""themes"": [""rights_liberties_minorities_discrimination""]}",2.2022531032562256,"{""themes"": null}",1.5151751041412354,"{""themes"": null}",1.51273775100708,"{""themes"": null}",1.516557216644287,"{""themes"": null}",1.5152950286865234,"{""themes"": null}",1.5168418884277344,"{""themes"": null}",1.5154492855072021
"The whitehouse.gov website got a makeover, welcoming visitors with a video glorifying Trump to soaring orchestral music before giving way to a landing page boasting that “America is back” in large lettering and an image of Trump.",255,"{""themes"": null}",1.5186119079589844,"{""themes"": [""culture_and_nationalism""]}",1.9463376998901367,"{""themes"": null}",1.516381025314331,"{""themes"": null}",1.519158124923706,"{""themes"": ""governments_and_governance""}",2.1254677772521973,"{""themes"": null}",1.5199658870697021,"{""themes"": null}",1.5200669765472412,"{""themes"": null}",1.5189909934997559,"{""themes"": null}",1.5216050148010254,"{""themes"": [""technology""]}",1.6013400554656982,"{""themes"": null}",11.869722843170166,"{""themes"": null}",1.517768144607544
"Some rural First Nations communities have become equity shareholders in major infrastructure and natural resources projects in their territories, such as the Nisga’a and the Whispering Pines/Clinton Band, providing many direct and indirect jobs for their members.",256,"{""themes"": ""public_lands_and_agriculture""}",2.1235218048095703,"{""themes"": [""culture_and_nationalism""]}",1.9462547302246094,"{""themes"": null}",1.516329050064087,"{""themes"": null}",1.5302660465240479,"{""themes"": [""governments_and_governance""]}",2.1253268718719482,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.209625244140625,"{""themes"": null}",1.51947021484375,"{""themes"": null}",1.5246350765228271,"{""themes"": ""economy_and_labour""}",2.2115392684936523,"{""themes"": ""null""}",1.6029770374298096,"{""themes"": null}",1.5182740688323975,"{""themes"": null}",1.777435064315796
Among the costs added to the bottom line is a pledge from the Liberals to meet the NATO defence spending targets of two per cent of GDP.,257,"{""themes"": null}",1.5127379894256592,"{""themes"": null}",1.51395583152771,"{""themes"": null}",1.5090150833129883,"{""themes"": null}",1.5121159553527832,"{""themes"": ""governments_and_governance""}",2.1162269115448,"{""themes"": null}",1.5130407810211182,"{""themes"": null}",1.5137660503387451,"{""themes"": null}",1.510241985321045,"{""themes"": ""economy_and_labour""}",1.9448912143707275,"{""themes"": null}",1.5140678882598877,"{""themes"": ""international_affairs_and_defense""}",2.0276007652282715,"{""themes"": null}",1.5127172470092773
The strike decision comes as travellers head into a busy Canada Day long weekend.,258,"{""themes"": null}",1.234602928161621,"{""themes"": null}",1.2312839031219482,"{""themes"": null}",1.229902744293213,"{""themes"": null}",1.2332372665405273,"{""themes"": null}",1.2355949878692627,"{""themes"": null}",1.2341678142547607,"{""themes"": null}",1.2333269119262695,"{""themes"": null}",1.2363882064819336,"{""themes"": ""null""}",1.3220362663269043,"{""themes"": null}",1.2331359386444092,"{""themes"": null}",1.2334141731262207,"{""themes"": null}",1.2348499298095703
Déry returned the girl to the camp and told her father that he had found her.,259,"{""themes"": null}",1.2361421585083008,"{""themes"": null}",1.2337489128112793,"{""themes"": null}",1.234410047531128,"{""themes"": null}",1.2354331016540527,"{""themes"": null}",1.2389061450958252,"{""themes"": null}",1.237112045288086,"{""themes"": null}",1.2369139194488525,"{""themes"": null}",1.2346618175506592,"{""themes"": null}",1.2408781051635742,"{""themes"": null}",1.236053705215454,"{""themes"": null}",1.2364580631256104,"{""themes"": null}",1.239264965057373
"About 54 per cent of Canadians surveyed said there should be laws banning discrimination against LGBTQ people in employment, education, housing and social services — a nine per cent drop from the figure reported in 2021, Ipsos found.",260,"{""themes"": null}",1.5212841033935547,"{""themes"": null}",1.5186169147491455,"{""themes"": ""law_and_crime""}",1.8635778427124023,"{""themes"": null}",1.5179789066314697,"{""themes"": ""null""}",1.6069350242614746,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.2089998722076416,"{""themes"": [""health_and_social_services""]}",1.86226487159729,"{""themes"": [""education""]}",1.602067232131958,"{""themes"": ""null""}",1.6095201969146729,"{""themes"": ""null""}",1.6068949699401855,"{""themes"": null}",1.518801212310791,"{""themes"": null}",1.517920970916748
"Steinman’s story speaks to the ailing condo market, which has been flooded with listings while demand from buyers for one-bedroom or studio apartments has disappeared.",261,"{""themes"": null}",1.5196609497070312,"{""themes"": null}",1.5153608322143555,"{""themes"": null}",1.5140142440795898,"{""themes"": null}",1.5141568183898926,"{""themes"": null}",1.5188069343566895,"{""themes"": null}",1.5174360275268555,"{""themes"": null}",1.5170650482177734,"{""themes"": null}",1.512369155883789,"{""themes"": ""economy_and_labour""}",1.950462818145752,"{""themes"": null}",1.5143897533416748,"{""themes"": null}",1.5172760486602783,"{""themes"": null}",1.5165259838104248
"Rami Abdurrahman, who heads the Britain-based Syrian Observatory for Human Rights, an opposition war monitor, said insurgents are now active in the Damascus suburbs of Maadamiyah, Jaramana and Daraya.",262,"{""themes"": null}",1.5218770503997803,"{""themes"": null}",1.5158789157867432,"{""themes"": null}",1.516294002532959,"{""themes"": null}",1.5163109302520752,"{""themes"": ""null""}",1.6078789234161377,"{""themes"": null}",1.5172691345214844,"{""themes"": null}",1.5176079273223877,"{""themes"": null}",1.521169900894165,"{""themes"": null}",1.5209903717041016,"{""themes"": null}",1.5176301002502441,"{""themes"": ""international_affairs_and_defense""}",2.032447099685669,"{""themes"": null}",1.518132209777832
Biden said Trump was with his doctors but hadn't spoken with him.,263,"{""themes"": null}",1.2347769737243652,"{""themes"": null}",1.2324519157409668,"{""themes"": null}",1.2312841415405273,"{""themes"": null}",1.232672929763794,"{""themes"": ""governments_and_governance""}",1.8348979949951172,"{""themes"": null}",1.234405755996704,"{""themes"": ""health_and_social_services""}",1.5732059478759766,"{""themes"": null}",1.2303788661956787,"{""themes"": null}",1.233841896057129,"{""themes"": null}",1.2313809394836426,"{""themes"": null}",1.2311089038848877,"{""themes"": null}",1.2331411838531494
He thought Northern Lakes might be a place to try them locally.,264,"{""themes"": null}",1.2340800762176514,"{""themes"": null}",1.2299551963806152,"{""themes"": null}",1.2304937839508057,"{""themes"": null}",1.2393889427185059,"{""themes"": null}",1.2349450588226318,"{""themes"": null}",1.232356071472168,"{""themes"": null}",1.232551097869873,"{""themes"": null}",1.2307498455047607,"{""themes"": null}",1.235131025314331,"{""themes"": null}",1.2308869361877441,"{""themes"": null}",1.2318089008331299,"{""themes"": null}",1.2325429916381836
Le Pen and her 28-year-old protégée Jordan Bardella can pull off an unprecedented victory or if France will be plunged into political chaos.,265,"{""themes"": null}",1.5140080451965332,"{""themes"": null}",1.5147089958190918,"{""themes"": null}",1.5104458332061768,"{""themes"": null}",1.5160489082336426,"{""themes"": ""governments_and_governance""}",2.11749005317688,"{""themes"": null}",1.5133099555969238,"{""themes"": null}",1.5147559642791748,"{""themes"": null}",1.5161669254302979,"{""themes"": null}",1.5164070129394531,"{""themes"": null}",1.5123341083526611,"{""themes"": null}",1.5139188766479492,"{""themes"": null}",1.5157179832458496
"Prorogation, if approved, would end the current parliamentary session and kill all legislative business that hasn't passed.",266,"{""themes"": null}",1.2421560287475586,"{""themes"": null}",1.2418780326843262,"{""themes"": null}",1.238314151763916,"{""themes"": null}",1.2412049770355225,"{""themes"": ""governments_and_governance""}",1.8474969863891602,"{""themes"": null}",1.2448549270629883,"{""themes"": null}",1.241262674331665,"{""themes"": null}",1.2407548427581787,"{""themes"": null}",1.2458009719848633,"{""themes"": null}",1.2410979270935059,"{""themes"": null}",1.2423279285430908,"{""themes"": null}",1.2419869899749756
Mount Royal University political science professor Lori Williams says Chahal’s call for an urgent caucus meeting may have factored into Trudeau’s decision not to attend.,267,"{""themes"": null}",1.5151469707489014,"{""themes"": null}",1.5159790515899658,"{""themes"": null}",1.5104210376739502,"{""themes"": null}",1.5136489868164062,"{""themes"": ""governments_and_governance""}",2.120093822479248,"{""themes"": null}",1.5217089653015137,"{""themes"": null}",1.5161352157592773,"{""themes"": [""education""]}",1.6023049354553223,"{""themes"": null}",1.5172717571258545,"{""themes"": null}",1.514427900314331,"{""themes"": null}",1.5168430805206299,"{""themes"": null}",1.5175330638885498
They have been charged with six ISIS-related terrorism offences.,268,"{""themes"": null}",1.2296950817108154,"{""themes"": null}",1.229032039642334,"{""themes"": ""law_and_crime""}",1.567883014678955,"{""themes"": null}",1.2281527519226074,"{""themes"": null}",1.2318110466003418,"{""themes"": null}",1.2353789806365967,"{""themes"": null}",1.2283878326416016,"{""themes"": null}",1.227888822555542,"{""themes"": null}",1.231416940689087,"{""themes"": null}",1.2297558784484863,"{""themes"": [""international_affairs_and_defense""]}",1.7435109615325928,"{""themes"": null}",1.2304339408874512
He said he was angry at many things regarding the Iranian strikes and the upcoming one-year anniversary of the Oct. 7 attack.,269,"{""themes"": null}",1.2447059154510498,"{""themes"": null}",1.242387056350708,"{""themes"": null}",1.2399921417236328,"{""themes"": null}",1.2454321384429932,"{""themes"": null}",1.2535359859466553,"{""themes"": null}",1.245393991470337,"{""themes"": null}",1.2429051399230957,"{""themes"": null}",1.242340087890625,"{""themes"": null}",1.2465248107910156,"{""themes"": null}",1.2439920902252197,"{""themes"": ""international_affairs_and_defense""}",1.7604730129241943,"{""themes"": null}",1.2447998523712158
He said it happened over 10 hours with small money donors.,270,"{""themes"": null}",1.2310500144958496,"{""themes"": null}",1.2295658588409424,"{""themes"": null}",1.2276029586791992,"{""themes"": null}",1.2314019203186035,"{""themes"": null}",1.2323551177978516,"{""themes"": null}",1.2304270267486572,"{""themes"": null}",1.230492115020752,"{""themes"": null}",1.229518175125122,"{""themes"": ""null""}",1.3190970420837402,"{""themes"": null}",1.228769063949585,"{""themes"": null}",1.2316279411315918,"{""themes"": null}",1.231781244277954
"Standing outside a massive construction site in South Vancouver, the 29-year-old woman beams with pride while discussing how this well-paying job pulled her out of poverty.",271,"{""themes"": null}",1.5150110721588135,"{""themes"": null}",1.5144867897033691,"{""themes"": null}",1.5122480392456055,"{""themes"": null}",1.5159461498260498,"{""themes"": null}",1.5202670097351074,"{""themes"": null}",1.5173580646514893,"{""themes"": null}",1.515798807144165,"{""themes"": null}",1.5124621391296387,"{""themes"": ""economy_and_labour""}",1.9482700824737549,"{""themes"": null}",1.5136010646820068,"{""themes"": null}",1.5159940719604492,"{""themes"": null}",1.5152933597564697
"The city said it oversees more than 1,400 kilometres of roads and 770 kilometres of lanes, and spends about $15 million annually to rehabilitate them.",272,"{""themes"": null}",1.5169379711151123,"{""themes"": null}",1.515843152999878,"{""themes"": null}",1.512890100479126,"{""themes"": null}",1.5349359512329102,"{""themes"": ""governments_and_governance""}",2.1195478439331055,"{""themes"": null}",1.5200209617614746,"{""themes"": null}",1.521690845489502,"{""themes"": null}",1.5141849517822266,"{""themes"": ""economy_and_labour""}",1.9503889083862305,"{""themes"": null}",1.5140409469604492,"{""themes"": null}",1.5142920017242432,"{""themes"": null}",1.5161590576171875
"“For my wife and I, we have three kids, to stay in a hotel is a nightmare because the world’s built for a family of four, and so it’s always an upsell to have to either pay for a family room or two adjoining rooms, which can be very expensive,” said Bert.",273,"{""themes"": null}",1.8081390857696533,"{""themes"": null}",1.8080999851226807,"{""themes"": null}",1.805237054824829,"{""themes"": null}",1.806168794631958,"{""themes"": null}",1.81227707862854,"{""themes"": null}",1.8127877712249756,"{""themes"": null}",1.8115887641906738,"{""themes"": null}",1.8093321323394775,"{""themes"": ""economy_and_labour""}",2.24165678024292,"{""themes"": null}",1.8072080612182617,"{""themes"": null}",1.8090176582336426,"{""themes"": null}",1.80985426902771
"In a written statement, B.C.",274,"{""themes"": null}",1.2291080951690674,"{""themes"": null}",1.2276880741119385,"{""themes"": null}",1.2270357608795166,"{""themes"": null}",1.2256810665130615,"{""themes"": ""governments_and_governance""}",1.83034086227417,"{""themes"": null}",1.2291300296783447,"{""themes"": null}",1.2282438278198242,"{""themes"": null}",1.2264668941497803,"{""themes"": ""null""}",1.3144760131835938,"{""themes"": null}",1.227363109588623,"{""themes"": null}",1.2288250923156738,"{""themes"": null}",1.228714942932129
"In a video released on Wednesday, he said that Justin Trudeau has proven that “he will always cave to corporate greed” — an apparent reference to the decision by Labour Minister Steve MacKinnon to force binding arbitration to end the work stoppage at the country’s major railroads last month.",275,"{""themes"": null}",1.5273821353912354,"{""themes"": null}",1.5258848667144775,"{""themes"": null}",1.5247576236724854,"{""themes"": null}",1.5264079570770264,"{""themes"": [""governments_and_governance""]}",2.1353819370269775,"{""themes"": ""null""}",1.6127450466156006,"{""themes"": null}",1.5281238555908203,"{""themes"": null}",1.527212142944336,"{""themes"": ""economy_and_labour""}",1.9593532085418701,"{""themes"": ""null""}",1.6130430698394775,"{""themes"": null}",1.5294179916381836,"{""themes"": null}",1.5284669399261475
“And you’re not going to fix the issues with an international student cap.”,276,"{""themes"": null}",1.2329580783843994,"{""themes"": null}",1.23232102394104,"{""themes"": null}",1.2316851615905762,"{""themes"": [""immigration""]}",1.404958963394165,"{""themes"": null}",1.2342991828918457,"{""themes"": null}",1.235823154449463,"{""themes"": null}",1.2346820831298828,"{""themes"": [""education""]}",1.3194901943206787,"{""themes"": ""null""}",1.3204491138458252,"{""themes"": null}",1.2324120998382568,"{""themes"": null}",1.2323887348175049,"{""themes"": null}",1.2355890274047852
"This time, he has tapped his daughter Tiffany’s father-in-law, Lebanese-American Massad Boulos, to help broker peace in the region as a sort of presidential envoy for Lebanon.",277,"{""themes"": null}",1.5154681205749512,"{""themes"": null}",1.5133171081542969,"{""themes"": null}",1.5120739936828613,"{""themes"": null}",1.5140769481658936,"{""themes"": ""governments_and_governance""}",2.118802309036255,"{""themes"": ""null""}",1.608124017715454,"{""themes"": null}",1.5145087242126465,"{""themes"": null}",1.5131080150604248,"{""themes"": null}",1.518315076828003,"{""themes"": null}",1.5137169361114502,"{""themes"": ""international_affairs_and_defense""}",2.029262065887451,"{""themes"": null}",1.5152580738067627
"The bottom line: Biden was not willing, or able, to exert the pressure Trump did, he says, and it's a permanent scar on a presidential legacy with several domestic successes.",278,"{""themes"": null}",1.5189878940582275,"{""themes"": null}",1.5164501667022705,"{""themes"": null}",1.511103868484497,"{""themes"": null}",1.5167999267578125,"{""themes"": ""governments_and_governance""}",2.1186742782592773,"{""themes"": null}",1.513584852218628,"{""themes"": null}",1.5157272815704346,"{""themes"": null}",1.5142569541931152,"{""themes"": null}",1.5179469585418701,"{""themes"": null}",1.5110290050506592,"{""themes"": null}",1.514686107635498,"{""themes"": null}",1.51515793800354
"So in May 2003, her parents marched her into the police station, hoping a chat with a cop would scare her straight.",279,"{""themes"": null}",1.2448437213897705,"{""themes"": null}",1.2447879314422607,"{""themes"": ""law_and_crime""}",1.580059289932251,"{""themes"": null}",1.2433900833129883,"{""themes"": null}",1.2452712059020996,"{""themes"": null}",1.2439048290252686,"{""themes"": null}",1.2463030815124512,"{""themes"": null}",1.242236852645874,"{""themes"": null}",1.2437241077423096,"{""themes"": null}",1.24288010597229,"{""themes"": null}",1.2406940460205078,"{""themes"": null}",1.2428150177001953
"Those missiles deliver warheads containing either conventional explosives or potentially biological, chemical or nuclear munitions over varying distances and speeds, depending on the missile type.",280,"{""themes"": null}",1.5150880813598633,"{""themes"": null}",1.5143837928771973,"{""themes"": null}",1.5104010105133057,"{""themes"": null}",1.5117051601409912,"{""themes"": null}",1.517867088317871,"{""themes"": null}",1.5181641578674316,"{""themes"": null}",1.5137379169464111,"{""themes"": null}",1.5140306949615479,"{""themes"": null}",1.514228105545044,"{""themes"": null}",1.5134251117706299,"{""themes"": ""international_affairs_and_defense""}",2.2854928970336914,"{""themes"": null}",1.5126221179962158
“The recent directive published by the ministry of health and social services does not limit the circumstances under which users have the right to receive health and social services in English.,281,"{""themes"": null}",1.5142278671264648,"{""themes"": null}",1.5163779258728027,"{""themes"": null}",1.5122780799865723,"{""themes"": null}",1.5125551223754883,"{""themes"": [""governments_and_governance""]}",2.1200602054595947,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.204878091812134,"{""themes"": ""health_and_social_services""}",1.8615410327911377,"{""themes"": null}",1.5130541324615479,"{""themes"": null}",1.5183932781219482,"{""themes"": null}",1.5132689476013184,"{""themes"": null}",1.5167360305786133,"{""themes"": null}",1.5147500038146973
18.  sgrochowski@postmedia.com    Bookmark our website and support our journalism: Don’t miss the news you need to know — add VancouverSun.com and TheProvince.com to your bookmarks and sign up for our newsletters here.,282,"{""themes"": null}",1.5206000804901123,"{""themes"": null}",1.5204060077667236,"{""themes"": null}",1.5185868740081787,"{""themes"": null}",1.518773078918457,"{""themes"": null}",1.5238778591156006,"{""themes"": null}",1.5231058597564697,"{""themes"": null}",1.5216600894927979,"{""themes"": null}",1.5189361572265625,"{""themes"": null}",1.5222980976104736,"{""themes"": null}",1.5220179557800293,"{""themes"": null}",1.5206317901611328,"{""themes"": null}",1.5207905769348145
Two voting sites in Cariboo-Chilcotin in the B.C.,283,"{""themes"": null}",1.237428903579712,"{""themes"": null}",1.2407081127166748,"{""themes"": null}",1.2346460819244385,"{""themes"": null}",1.2345359325408936,"{""themes"": ""governments_and_governance""}",1.8353381156921387,"{""themes"": ""null""}",1.3207707405090332,"{""themes"": null}",1.2358241081237793,"{""themes"": null}",1.2343811988830566,"{""themes"": null}",1.23624587059021,"{""themes"": ""null""}",1.3196940422058105,"{""themes"": null}",1.233449935913086,"{""themes"": null}",1.234191656112671
"When Tat Kuan Cheong died three years ago, he left $17,500 to Celina Kan, his oldest biological daughter, whom he referred to in his will as his niece, the same amount he left to his half sister and less than the $20,000 he left to a goddaughter.",284,"{""themes"": null}",1.8114449977874756,"{""themes"": null}",1.8113632202148438,"{""themes"": ""law_and_crime""}",2.150261878967285,"{""themes"": null}",1.8148629665374756,"{""themes"": null}",1.814384937286377,"{""themes"": null}",1.8114538192749023,"{""themes"": null}",1.8096041679382324,"{""themes"": null}",1.8085131645202637,"{""themes"": ""null""}",1.9008047580718994,"{""themes"": null}",1.8101341724395752,"{""themes"": null}",1.8087317943572998,"{""themes"": null}",1.8096482753753662
"But the Treasury Board says 90 per cent of front-line border officers are designated as essential, which means they can’t stop working during a strike.",285,"{""themes"": null}",1.5170319080352783,"{""themes"": null}",1.5138261318206787,"{""themes"": null}",1.5112991333007812,"{""themes"": [""immigration""]}",1.6926729679107666,"{""themes"": ""governments_and_governance""}",2.117845058441162,"{""themes"": null}",1.5143728256225586,"{""themes"": null}",1.5166561603546143,"{""themes"": null}",1.5117549896240234,"{""themes"": ""economy_and_labour""}",1.9465889930725098,"{""themes"": null}",1.5154030323028564,"{""themes"": null}",1.513714075088501,"{""themes"": null}",1.5143458843231201
James Grandy in an update shortly before 8 a.m.,286,"{""themes"": null}",1.237941026687622,"{""themes"": null}",1.2302491664886475,"{""themes"": null}",1.2322790622711182,"{""themes"": null}",1.2381319999694824,"{""themes"": null}",1.2341430187225342,"{""themes"": null}",1.2334010601043701,"{""themes"": null}",1.2316160202026367,"{""themes"": null}",1.23051118850708,"{""themes"": null}",1.235525131225586,"{""themes"": null}",1.2309699058532715,"{""themes"": null}",1.231215238571167,"{""themes"": null}",1.2318668365478516
